Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Item Count,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Yellow carrot ( chemical free ),Organicyellowcarrot,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,30,32,45,62,61,35,17,0,0,0,0,0,0,315,4177,3127,1050,0.251377,0
Quinoa (Chemical free) - Egyptian,quinoaChmeicalfreEgyptian,,,GL,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,13,5,0,0,0,0,0,0,88,4170,3300,870,0.208633,0
Beef escalope (chemical free) - frozen,151002,,,El rancho,Beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,3,72,4152.8,3068.93,1083.87,0.260997,0
Cairo,Cairo,,Freight,Freight,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,186,71,33,297,4080,0,4080,1,0
Veal Shanks (Mowaz),VealShanksMowaz,,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,1,4,5,0,3,4,4,8,1,0,0,1,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4056,3120,936,0.230769,0
Berry mix ( frozen ),ArdoFruitberriesMix,,Ardo,Quatro,Frozen fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,1,11,16,15,20,0,0,0,0,0,0,0,0,76,3909,3046.54,862.46,0.220634,0
Avocados (imported),20002,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,31,8,127,3886,2721.5,1164.5,0.299665,0
Beef strips (chemical free) - frozen,Beefstripschemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,7,12,7,22,13,0,0,0,0,0,0,0,77,3804,2735.1,1068.9,0.280994,0
Baby spinach,babyspinach,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,58,57,88,35,83,68,65,58,8,0,0,0,0,0,0,536,3802.3,2666.25,1136.05,0.29878,0
Chicken cutlets (Shishtawook),80002,,,Butcher,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,11,66,3742.4,3086.04,656.36,0.175385,0
Veal escalope (chemical free) - frozenfrozen,151014,,,El rancho,Veal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,42,3731.6,2823,908.6,0.243488,0
Raw pistachio,PistachioRaw,,NGS,Auf,Nuts,,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,7,1,1,4,6,5,3,3,5,5,3,2,1,1,4,1,0,1,0,0,0,0,0,0,0,66,3689.96,2598.46,1091.5,0.295803,0
Sea salt ( potugese ) - fine grind,105390,,"Eden Foods, Inc.",HV,Spices,,0,0,0,0,0,0,0,0,0,4,7,3,6,6,5,3,1,7,5,0,0,0,0,2,6,3,1,4,5,13,21,15,14,3,0,0,0,0,0,0,134,3675.875,2785,890.875,0.242357,0
Wild rice ( organic ),432,,Lundberg Family Farms,HV,Rice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0,3,1,0,0,10,3,11,0,0,3,3,0,0,0,0,0,0,0,0,43,3607.5,2926.5,681,0.188773,0
Unsweetened soy milk ( Organic ),061001PacificOr,,Pacific Natural Foods,HV,Non-dairy milk,,0,0,0,0,0,0,0,0,1,10,7,16,13,13,0,2,1,5,1,1,2,2,0,5,4,0,5,6,3,9,6,0,0,0,0,0,0,0,0,0,112,3602.1,2971.21,630.89,0.175145,0
Beef Steak,BeefEntrecote,,NGS,Butcher,Fresh beef,,0,0,0,0,0,0,0,0,0,1,6,4,3,6,3,6,2,9,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3593.15,2585,1008.15,0.280576,0
Top side steak (chemical free) - frozen,Topsidesteakchemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,7,12,12,19,0,0,0,0,0,0,0,71,3586,2431,1155,0.322086,0
Beef top side roast,BeefTilibianco,,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,0,2,1,3,0,3,3,0,0,0,1,0,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3552.78,2420,1132.78,0.318843,0
Veal Escalope (Biftek),VealEscalope,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0,0,0,14,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3466.9,2824.63,642.27,0.185258,0
Cucumber ( chemical free ),OrganicCucumber,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,30,33,23,47,76,83,56,53,20,0,0,0,0,0,0,453,3415.4,2703.02,712.38,0.208579,0
Homemade bread mix ( gluten free ),1602C164,,Bob's Red Mill,HV,Flour,,0,0,0,0,0,0,0,0,1,2,0,4,7,2,7,3,0,1,6,1,2,5,3,0,2,6,0,2,2,0,2,1,2,0,0,0,0,0,0,0,61,3401.65,2806.3,595.35,0.175018,0
Tomato ( chemical free ),OrganicTomato,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,38,29,28,47,103,101,105,69,16,0,0,0,0,0,0,570,3355.3,2492.35,862.95,0.25719,0
Raw honey,Organichoney,,Honey,El-Demirdash,Honey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,27,26,23,0,0,0,0,0,0,0,85,3276.9,2610,666.9,0.203516,0
Sweet pineapples,Sweetpineapples,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,9,25,11,10,10,3,0,0,0,0,0,0,95,3254,2485,769,0.236325,0
Blackberries,Blackberries,,NGS,El nour,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,5,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,61,3252,1644.91,1607.09,0.494185,0
Organic red quinoa,106905,,"Eden Foods, Inc.",HV,Grains,,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,6,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3210.3,2365.5,844.8,0.263153,0
Apples (sukary),Applessukary,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,0,7,8,16,22,19,13,1,3,15,4,5,3,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,3194.56,2645.82,548.74,0.171773,0
Blueberries,Blueberries,,NGS,El nour,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,3,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,62,3178,1550.25,1627.75,0.512193,0
Balady Whole Chicken(chemical free),BaladyWholeChickenchemicalfree,,,Tabiey,Chemical free poultry ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,23,11,0,0,0,0,0,0,74,3169.8,2437.75,732.05,0.230945,0
Gluten free rolled oats,1982C324,,Bob's Red Mill,HV,Cereal,,0,0,0,0,0,0,0,0,2,9,4,5,0,0,0,0,0,4,3,5,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3158.5,2636.25,522.25,0.165347,0
Salmon steak,Salmonsteak,,,Red Coral,Fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,6,0,0,0,0,0,0,50,3100,2000,1100,0.354839,0
Sixth of October,SixthofOctober,,Freight,Freight,Delivery,,0,0,0,0,0,0,0,0,0,5,9,6,4,0,3,3,0,7,5,15,2,6,1,2,3,1,8,10,6,3,2,6,5,0,0,0,0,0,0,0,112,3080,1000,2080,0.675325,0
Organic coconut oil,Organiccoconutoil,,,Divine coconut,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,21,3078.4,2352,726.4,0.235967,0
Duck,Duck,,NGS,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,1,2,0,6,0,2,4,10,0,0,0,4,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3024,2520,504,0.166667,0
Veal Ribs (Beit Kalawy),VealRibsBeitKalawy,,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,8,1,1,4,0,1,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3019.2,2405,614.2,0.203431,0
NGS mini happy life box,NGSminihappylifebox,,NGS,Emad,Chemical free produce,,0,0,0,0,0,0,0,0,0,5,10,11,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2969.58,2044.25,925.33,0.311603,0
Stevia,Stevia,,NGS,HV,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,17,15,1,0,0,0,0,0,0,49,2913,2352,561,0.192585,0
Zucchini ( chemical free ),Organiczucchini,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,28,26,32,28,44,58,43,30,18,0,0,0,0,0,0,329,2902.5,2102.5,800,0.275624,0
Cooking oat ( gluten free ),39978003768,,Bob's Red Mill,Auf,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,2,2,3,2,0,0,0,0,0,0,0,38,2890,2339.26,550.74,0.190567,0
Apple cider vinegar ( organic ),281052,,,HV,Vinegar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,12,82,2867.889447,1785,1082.889447,0.377591,0
Beef strips (chemical free) - frozen,151009,,,El rancho,Beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,51,2866.4,2172.2,694.2,0.242185,0
Veal Liver,VealLiver,,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,1,3,3,1,0,0,3,0,4,2,4,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2853.2,2240,613.2,0.214917,0
Goji berries,OrganicGojiberries,,Alara,Good life,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,10,7,6,0,0,0,0,0,0,0,0,0,0,45,2820.6,2205.43,615.17,0.218099,0
Camel milk (frozen),90001,,,Camel milk,Milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,30,201,2814,1820.7,993.3,0.352985,0
Citrus Flower Honey,CitrusFlowerHoney,,Kheir Misr,Emad,Honey & Sweeteners,,0,0,0,0,0,0,0,0,2,8,6,14,5,8,7,1,4,3,1,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2775,1850,925,0.333333,0
Raspberries,Raspberries,,NGS,El nour,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,4,2,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,53,2758,1194.38,1563.62,0.56694,0
Balady raw Honey,Honey,,NGS,Nawaya,Honey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,44,16,0,0,3,2,0,0,0,0,0,0,114,2708,2096.7,611.3,0.225739,0
Turkey (female),Turkey(female),,NGS,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,3,7,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2700,2160,540,0.2,0
American red apples,Americanredapples,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,0,3,6,2,3,1,10,6,1,5,4,2,7,7,4,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2657.25,2200.04,457.21,0.172061,0
Spirulina powder (organic),281086,,,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,22,2643.994,1980,663.994,0.251133,0
Beef Mince,BeefMince,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0,0,0,10,8,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2641.8,2055.86,585.94,0.221796,0
Manuka honey,281090,,,HV,Honey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,2600,1950,650,0.25,0
Chicory White Endive,ChicoryWhiteEndive,,NGS,Offah,Fresh Produce,,0,0,0,7,5,8,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2595.6,1996.47,599.13,0.230825,0
Golden flaxseed meal,1236C164,,Bob's Red Mill,HV,Grains,,0,0,0,0,0,0,0,0,1,7,2,1,2,7,0,2,0,10,9,3,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2570.09,2132.1,437.99,0.170418,0
Melon,Melon,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,2,4,9,18,12,26,17,2,3,11,6,7,5,8,5,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2523.26,2103.2,420.06,0.166475,0
Flax Seeds ( Egyptian ),140166,,Kheir Misr,IMN,Food supplements,,0,0,0,0,0,0,0,0,0,6,2,6,4,6,5,4,0,4,2,4,0,7,2,8,3,3,6,8,15,8,5,21,12,2,0,0,0,0,0,0,143,2514.5,1804.55,709.95,0.282342,0
Old country style muesli,1183C184,,Bob's Red Mill,HV,Cereal,,0,0,0,0,0,0,0,0,1,4,6,6,1,3,4,0,0,5,1,1,1,0,8,1,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,50,2512,2104.45,407.55,0.162241,0
Probiotics,Probiotics,,OMX,NGS,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2500,2855,-355,-0.142,0
Hamburger,Hamburger,,NGS,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,1,8,0,3,1,3,0,2,0,1,0,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2499,1925,574,0.229692,0
Whole beef fillet + mice (whole sale),Wholebeeffillet+mice(wholesale),,NGS,meat and more,Whole sale,,0,27.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.945,2487.105,2095.875,391.23,0.157303,0
Red quinoa,Redquinoa,,NGS,HV,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,2,0,0,0,0,0,0,0,24,2434,1920,514,0.211175,0
Cairo delivery fee,Cairodeliveryfee,,Freight,Freight,General,,0,0,0,63,42,61,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2420,0,2420,1,0
Soy lecitihin granules,1280C164,,Bob's Red Mill,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,3,0,0,4,0,0,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,2400.1,2052.84,347.26,0.144686,0
Colored bell pepper,Coloredcapsicum,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,9,7,24,20,28,20,7,11,21,9,12,10,13,13,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,2336.32,1952.55,383.77,0.164263,0
Brown sugar,PremiumBrownSugar,,Kheir Misr,IMN,Sweeteners,,0,0,0,0,0,0,0,0,1,8,5,3,1,7,3,1,4,5,6,4,5,5,5,1,0,4,5,1,3,2,19,17,12,3,0,0,0,0,0,0,130,2290.12,1886.43,403.69,0.176275,0
Buckwheat ( hulled ) - organic,113040,,"Eden Foods, Inc.",HV,Grains,,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,0,5,2,2,3,1,2,1,0,0,2,7,11,0,6,0,12,0,0,0,0,0,0,0,65,2287,1979.4,307.6,0.134499,0
Spanish extra virgin olive oil ( organic ),104340,,"Eden Foods, Inc.",HV,Oil,,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,1,0,1,1,1,2,1,0,0,2,4,5,0,1,0,0,0,0,0,0,0,27,2278.2,1896.63,381.57,0.167487,0
Spanish extra virgin olive oil ( organic ) 473g,281041,,,HV,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,1,28,2278,1780.5,497.5,0.218393,0
Raspberries ( frozen ),ArdoRasberries,,Ardo,Quatro,Frozen fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,2,6,4,6,8,2,0,0,0,0,0,0,37,2272.89,1790.76,482.13,0.212122,0
Duck(chemical free),501015,,,Tabiey,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,23,2260,1840,420,0.185841,0
Oranges,Oranges,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,2,7,3,13,12,11,18,4,6,12,8,11,7,5,10,25,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2259.48,1884.56,374.92,0.165932,0
Stevia,281043,,,HV,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,3,37,2220,1698,522,0.235135,0
spirulina powder,202149-54,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2212,2034,178,0.08047,0
Balady Whole Chicken(chemical free),BaladyWholeChicken(chemicalfree),,,Tabiey,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,-1,3,44,2177.5,1560,617.5,0.283582,0
Bananas ( imported ),ImportedBananas,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,22,34,25,12,0,0,0,0,0,0,0,0,127,2160,1734.6,425.4,0.196944,0
Organic brown rice elbow pasta,00640-9,,Lundberg Family Farms,HV,Ricenpasta,,0,0,0,0,0,0,0,0,1,5,1,7,2,6,4,0,0,4,1,2,5,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2149.15,1777.5,371.65,0.172929,0
Beef cutlets,BeefKolata,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0,0,0,18,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2143.32,1645.6,497.72,0.232219,0
Nutritional Yeast (gluten free),281072,,,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,21,2142,1575,567,0.264706,0
Muesli with seeds and nuts - made from scottish oats ( gluten free ),AlaraScottishOatsOrganicGFMuesli,,Alara,Good life,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,2,4,4,9,0,0,0,0,0,0,0,37,2125.2,1695.1,430.1,0.202381,0
"Muesli with quinoa, amaranth, apple, seeds and nuts ( gluten free )",AlaraITGActiveOrg,,Alara,Good life,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,12,5,0,0,0,0,0,0,0,0,0,35,2064.4,1609,455.4,0.220597,0
Colored bell pepper ( Chemical free ),ExportorganicColoredbillpepper,,NGS,El Hoda,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,14,5,16,15,15,16,16,4,0,0,0,0,0,0,126,2053,1575.3,477.7,0.232684,0
Mixed nuts,40012,,,Auf,Nuts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,1,38,2051.5,1564.14,487.36,0.237563,0
pancake mix ( gluten free ),1610C224,,Bob's Red Mill,HV,Flour,,0,0,0,0,0,0,0,0,0,1,1,4,1,4,5,2,2,0,0,0,0,4,0,1,0,0,1,1,3,2,3,3,1,1,0,0,0,0,0,0,40,2050,1703.14,346.86,0.1692,0
Extra virgin sesame oil ( organic ),104640,,"Eden Foods, Inc.",HV,Oil,,0,0,0,0,0,0,0,0,0,1,3,1,4,1,1,1,0,0,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2044.8,1759.5,285.3,0.139525,0
Kiwi,Kiwi,,Kheir Misr,Rafic,Fresh fruits,,0,0,0,0,0,0,0,0,6,35,39,117,87,99,90,35,49,74,45,36,29,63,51,19,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,2042.31,1626.19,416.12,0.20375,0
American green apples,Americangreenapples,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,7,2,5,15,14,14,3,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2037.07,1631.27,405.8,0.199208,0
Pigeon,Pigeon,,NGS,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,5,0,6,0,4,1,8,2,0,0,0,0,0,6,8,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2018.4,1682,336.4,0.166667,0
Chicken Cutlets (Shishtawook),ChickenCutletsShishtawook,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0,0,0,17,0,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2016.7,1744.5,272.2,0.134973,0
Quinoa (Chemical free) - Local,231001,,,GL,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,42,2016,1575,441,0.21875,0
Coconut flour,281014,,,HV,Baking products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,24,1972,1564,408,0.206897,0
Tomatoes,Tomatoes,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,9,35,69,74,49,60,55,19,23,61,28,21,21,28,42,25,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,1964.244735,1559.54,404.704735,0.206036,0
Dried blueberries 250g,40003,,,Auf,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,3,31,1961.6,1311,650.6,0.331668,0
cucumber,cucumber,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,8,31,52,66,58,78,50,14,16,42,25,22,31,18,21,19,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,1960.61167,1618.29,342.32167,0.174599,0
Beef Escalope,BeefEscalope,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0,0,0,8,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1958.4,1516.2,442.2,0.225797,0
Blueberries ( frozen ),Blueberriesfrozen,,Ardo,Quatro,Frozen fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,0,2,4,4,0,0,0,0,0,0,24,1954,1547.69,406.31,0.207938,0
El Katameya / Fifth settlement,ElKatameyaFifthsettlement,,Freight,Freight,Delivery,,0,0,0,0,0,0,0,0,0,4,7,13,10,11,7,6,2,4,8,9,9,13,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1950,0,1950,1,0
Raw walnut (shelled) 250g,40021,,,Auf,Nuts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,5,38,1949.55,1404.81,544.74,0.279418,0
Green asparagus,Greenasparagus,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,7,18,17,1,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,78,1941,1635.24,305.76,0.157527,0
